"Season","Date","WTeamID","WSeed","WScore","LTeamID","LSeed","LScore","WLoc","lower_team","higher_team","lower_team_wins","EM_diff","adj_off_diff","adj_def_diff","adj_tempo_diff","lower_team_court_adv","Spread"
2009,2009-03-27,1257,1,103,1112,12,64,"N",1112,1257,"NO",-10.1,6.5,16.6,-2,"N",8.5
2009,2009-03-27,1314,1,98,1211,4,77,"N",1211,1314,"NO",-6.63,-5.7,0.900000000000006,-5.80000000000001,"N",8
2009,2009-03-28,1163,1,82,1281,3,75,"N",1163,1281,"YES",4.44,-0.599999999999994,-5,-3.80000000000001,"N",-5
2009,2009-03-28,1437,3,78,1338,1,76,"N",1338,1437,"NO",5.07,6.8,1.8,-3.09999999999999,"N",-1.5
2009,2009-03-29,1277,2,64,1257,1,52,"N",1257,1277,"NO",1.69,-3.09999999999999,-4.7,0.400000000000006,"N",-6
2009,2009-03-29,1314,1,72,1328,2,60,"N",1314,1328,"YES",6.55,4.90000000000001,-1.60000000000001,6.30000000000001,"N",-7.5
2009,2009-04-04,1277,2,82,1163,1,73,"N",1163,1277,"NO",4.88,1.7,-3.10000000000001,0.599999999999994,"N",-4.5
2009,2009-04-04,1314,1,83,1437,3,69,"N",1314,1437,"YES",7.25,8.8,1.59999999999999,4.60000000000001,"N",-7.5
2009,2009-04-06,1314,1,89,1277,2,72,"N",1277,1314,"NO",-6.77,-8.90000000000001,-2.19999999999999,-6.40000000000001,"N",7
2010,2010-03-16,1115,16,61,1457,16,44,"N",1115,1457,"YES",-0.81,2.39999999999999,3.2,1.09999999999999,"N",2
2010,2010-03-18,1139,5,77,1431,12,59,"N",1139,1431,"YES",5.92,3.3,-2.7,-4.90000000000001,"N",-2
2010,2010-03-18,1140,7,99,1196,10,92,"N",1140,1196,"YES",8.04,4.3,-3.8,7.2,"N",-4
2010,2010-03-18,1242,1,90,1250,16,74,"N",1242,1250,"YES",32.82,14.8,-18.1,-1.7,"N",-26.5
2010,2010-03-18,1243,2,82,1317,15,62,"N",1243,1317,"YES",25.99,12.7,-13.2,2,"N",-15.5
2010,2010-03-18,1293,13,66,1435,4,65,"N",1293,1435,"YES",-2.48,-4.7,-2.2,-3.10000000000001,"N",4.5
2010,2010-03-18,1307,3,62,1285,14,57,"N",1285,1307,"NO",-8.1,-7.09999999999999,1,-5.40000000000001,"N",10
2010,2010-03-18,1320,9,69,1424,8,66,"N",1320,1424,"YES",2.31,-1,-3.2,-7.4,"N",1
2010,2010-03-18,1325,14,97,1207,3,83,"N",1207,1325,"NO",14.39,9.5,-4.8,-3,"N",-13
2010,2010-03-18,1330,11,51,1323,6,50,"N",1323,1330,"NO",0.199999999999999,11.6,11.4,-0.200000000000003,"N",-4
2010,2010-03-18,1397,6,62,1361,11,59,"N",1361,1397,"NO",-1.92,2.5,4.5,-4.4,"N",4
2010,2010-03-18,1437,2,73,1352,15,70,"N",1352,1437,"NO",-22.21,-17.3,4.8,-5.10000000000001,"N",19.5
2010,2010-03-18,1448,9,81,1400,8,80,"N",1400,1448,"NO",6.63,6.80000000000001,0.0999999999999943,2.8,"N",-4.5
2010,2010-03-19,1143,8,77,1257,9,62,"N",1143,1257,"YES",5.24,5.09999999999999,-0.199999999999989,0.799999999999997,"N",-1.5
2010,2010-03-19,1165,12,78,1396,5,65,"N",1165,1396,"YES",-4.2,9.60000000000001,13.8,3.5,"N",4.5
2010,2010-03-19,1181,1,73,1115,16,44,"N",1115,1181,"NO",-39.73,-27.9,11.8,0.399999999999991,"N",21
2010,2010-03-19,1211,8,67,1199,9,60,"N",1199,1211,"NO",1.88,-7.3,-9.09999999999999,-2.2,"N",-1
2010,2010-03-19,1268,4,89,1222,13,77,"N",1222,1268,"NO",-13.58,-6.3,7.3,2.39999999999999,"N",8
2010,2010-03-19,1277,5,70,1308,12,67,"N",1277,1308,"YES",14.1,1.2,-12.8,-5,"N",-13.5
2010,2010-03-19,1326,2,68,1364,15,51,"N",1326,1364,"YES",22.88,17.5,-5.40000000000001,-1.7,"N",-17.5
2010,2010-03-19,1338,3,89,1324,14,66,"N",1324,1338,"NO",-15.47,-3.90000000000001,11.5,8.2,"N",11
2010,2010-03-19,1345,4,72,1373,13,64,"N",1345,1373,"YES",8.19,0.399999999999991,-7.8,-3,"N",-5
2010,2010-03-19,1393,1,79,1436,16,56,"N",1393,1436,"YES",24.54,14.4,-10.1,2.60000000000001,"N",-18
2010,2010-03-19,1401,5,69,1429,12,53,"N",1401,1429,"YES",1.43,-3.40000000000001,-4.89999999999999,4.5,"N",-3
2010,2010-03-19,1452,2,77,1288,15,50,"N",1288,1452,"NO",-23.96,-11.7,12.3,5.99999999999999,"N",16.5
2010,2010-03-19,1458,4,53,1459,13,49,"N",1458,1459,"YES",13.44,10.6,-2.80000000000001,-4.3,"N",-10
2010,2010-03-19,1462,6,65,1278,11,54,"N",1278,1462,"NO",-2.9,-3.5,-0.5,-3.30000000000001,"N",-1
2010,2010-03-20,1124,3,76,1330,11,68,"N",1124,1330,"YES",7.44,11.4,4,1.9,"N",-4
2010,2010-03-20,1139,5,54,1293,13,52,"N",1139,1293,"YES",7.39,2,-5.5,-2.59999999999999,"N",-4
2010,2010-03-20,1243,2,84,1140,7,72,"N",1140,1243,"NO",-2.25,1.2,3.40000000000001,1.69999999999999,"N",3.5
2010,2010-03-20,1246,1,90,1448,9,60,"N",1246,1448,"YES",12.42,7.80000000000001,-4.7,-0.400000000000006,"N",-8.5
2010,2010-03-20,1320,9,69,1242,1,67,"N",1242,1320,"NO",12.98,10.8,-2.3,8.3,"N",-12
2010,2010-03-20,1397,6,83,1325,14,68,"N",1325,1397,"NO",-10.25,-1.60000000000001,8.59999999999999,1.3,"N",9
2010,2010-03-20,1449,11,82,1307,3,64,"N",1307,1449,"NO",-2.01,1.89999999999999,3.80000000000001,-4.3,"N",1.5
2010,2010-03-21,1165,12,87,1458,4,69,"N",1165,1458,"YES",-7.64,2.2,9.90000000000001,4.7,"N",5
2010,2010-03-21,1181,1,68,1143,8,53,"N",1143,1181,"NO",-11.14,-1.40000000000001,9.7,2.39999999999999,"N",6
2010,2010-03-21,1277,5,85,1268,4,83,"N",1268,1277,"NO",2.24,5.5,3.2,3.40000000000001,"N",-1
2010,2010-03-21,1326,2,75,1210,10,66,"N",1210,1326,"NO",-6.77,-8.3,-1.5,3.60000000000001,"N",6
2010,2010-03-21,1393,1,87,1211,8,65,"N",1211,1393,"NO",-11.48,-6.2,5.19999999999999,-1.2,"N",7
2010,2010-03-21,1452,2,68,1281,10,59,"N",1281,1452,"NO",-5.55,-5.7,-0.200000000000003,6.2,"N",5.5
2010,2010-03-21,1462,6,71,1338,3,68,"N",1338,1462,"NO",-2.21,-4.09999999999999,-1.8,-7.60000000000001,"N",1
2010,2010-03-25,1139,5,63,1393,1,59,"N",1139,1393,"YES",-5.17,-7.5,-2.40000000000001,-5.7,"N",6.5
2010,2010-03-25,1243,2,101,1462,6,96,"N",1243,1462,"YES",4.65,0.599999999999994,-4,0.5,"N",-4.5
2010,2010-03-25,1246,1,62,1165,12,45,"N",1165,1246,"NO",-10.62,2.5,13.2,-4.4,"N",9.5
2010,2010-03-25,1452,2,69,1449,11,56,"N",1449,1452,"NO",-7.35,-5.5,1.89999999999999,9.1,"N",4
2010,2010-03-26,1181,1,70,1345,4,57,"N",1181,1345,"YES",11.24,11.2,0,-1.5,"N",-8
2010,2010-03-26,1277,5,59,1320,9,52,"N",1277,1320,"YES",1.26,3.2,1.90000000000001,6.4,"N",-1
2010,2010-03-26,1397,6,76,1326,2,73,"N",1326,1397,"NO",6.49,8.59999999999999,2.09999999999999,-2.90000000000001,"N",-4.5
2010,2010-03-27,1139,5,63,1243,2,56,"N",1139,1243,"YES",-3.07,-5.09999999999999,-2.09999999999999,-6.40000000000001,"N",3
2010,2010-03-27,1452,2,73,1246,1,66,"N",1246,1452,"NO",1,-2.3,-3.40000000000001,5.7,"N",-2.5
2010,2010-03-28,1181,1,78,1124,3,71,"N",1124,1181,"NO",-8.34,-1.8,6.59999999999999,-0.200000000000003,"N",4.5
2010,2010-03-28,1277,5,70,1397,6,69,"N",1277,1397,"YES",1.63,3.89999999999999,2.3,-2.2,"N",1
2010,2010-04-03,1181,1,78,1452,2,57,"N",1181,1452,"YES",7.75,3.8,-4,2.1,"N",-2
2010,2010-04-05,1181,1,61,1139,5,59,"N",1139,1181,"NO",-10.84,-10,0.799999999999997,-1.7,"N",7
2011,2011-03-15,1155,12,70,1412,12,52,"N",1155,1412,"YES",6.52,0.799999999999997,-5.7,2.1,"N",-4.5
2011,2011-03-15,1421,16,81,1114,16,77,"N",1114,1421,"NO",-6.44,-0.800000000000011,5.59999999999999,-3.30000000000001,"N",3
2011,2011-03-16,1433,11,59,1425,11,46,"N",1425,1433,"NO",-0.200000000000001,-4.09999999999999,-3.90000000000001,-3.89999999999999,"N",-4
2011,2011-03-17,1139,8,60,1330,9,58,"N",1139,1330,"YES",1.8,2.3,0.5,3.1,"N",1
2011,2011-03-17,1140,3,74,1459,14,66,"N",1140,1459,"YES",15.05,5.2,-9.90000000000001,7,"N",-8.5
2011,2011-03-17,1153,6,78,1281,11,63,"N",1153,1281,"YES",3.87,-2.30000000000001,-6.09999999999999,-8.1,"N",3
2011,2011-03-17,1163,3,81,1137,14,52,"N",1137,1163,"NO",-17.36,-10,7.3,0,"N",13
2011,2011-03-17,1196,2,79,1364,15,51,"N",1196,1364,"YES",17.46,12.1,-5.3,-1.59999999999999,"N",-14.5
2011,2011-03-17,1243,5,73,1429,12,68,"N",1243,1429,"YES",-1.9,-0.100000000000009,1.8,4.00000000000001,"N",-1.5
2011,2011-03-17,1246,4,59,1343,13,57,"N",1246,1343,"YES",16.73,10.6,-6.09999999999999,2.4,"N",-14.5
2011,2011-03-17,1287,13,62,1257,4,61,"N",1257,1287,"NO",15.25,5.80000000000001,-9.39999999999999,3.4,"N",-8
2011,2011-03-17,1338,1,74,1421,16,51,"N",1338,1421,"YES",25.17,18.7,-6.5,-5.60000000000001,"N",-17.5
2011,2011-03-17,1350,12,69,1435,5,66,"N",1350,1435,"YES",-1.32,-4,-2.7,-3.99999999999999,"N",2
2011,2011-03-17,1417,7,78,1277,10,76,"N",1277,1417,"NO",1.51,0.799999999999997,-0.699999999999989,-0.5,"N",-1
2011,2011-03-17,1452,5,84,1155,12,76,"N",1155,1452,"NO",-1.95,-5.30000000000001,-3.3,1.4,"N",1
2011,2011-03-17,1458,4,72,1125,13,58,"N",1125,1458,"NO",-7.36,-9.7,-2.40000000000001,11.5,"N",6
2011,2011-03-18,1112,5,77,1272,12,75,"N",1112,1272,"YES",12.67,12.9,0.200000000000003,-2.3,"N",-6.5
2011,2011-03-18,1181,1,87,1214,16,45,"N",1181,1214,"YES",32.63,25.3,-7.40000000000001,2.5,"N",-22.5
2011,2011-03-18,1199,10,57,1401,7,50,"N",1199,1401,"YES",2.14,-5.5,-7.7,5.8,"N",1
2011,2011-03-18,1206,8,61,1437,9,57,"N",1206,1437,"YES",0.470000000000002,-0.800000000000011,-1.2,-0.5,"N",-1
2011,2011-03-18,1242,1,72,1131,16,53,"N",1131,1242,"NO",-28.88,-15.5,13.3,-5.8,"N",22.5
2011,2011-03-18,1266,11,66,1462,6,55,"N",1266,1462,"YES",2.12,2.7,0.5,1.90000000000001,"N",1.5
2011,2011-03-18,1276,8,75,1397,9,45,"N",1276,1397,"YES",5.28,4.8,-0.5,-4.59999999999999,"N",-1
2011,2011-03-18,1314,2,102,1254,15,87,"N",1254,1314,"NO",-16.75,-2.2,14.6,2.7,"N",20
2011,2011-03-18,1323,2,69,1103,15,56,"N",1103,1323,"NO",-19.16,-17.2,1.89999999999999,2.8,"N",13
2011,2011-03-18,1345,3,65,1389,14,43,"N",1345,1389,"YES",22.06,20.7,-1.40000000000001,1.90000000000001,"N",-15.5
2011,2011-03-18,1393,3,77,1232,14,60,"N",1232,1393,"NO",-17.04,-12.1,5,0.400000000000006,"N",10.5
2011,2011-03-18,1400,4,85,1324,13,81,"N",1324,1400,"NO",-12.62,3.09999999999999,15.7,5.59999999999999,"N",11
2011,2011-03-18,1433,11,74,1207,6,56,"N",1207,1433,"NO",4.16,2.2,-1.90000000000001,-2.2,"N",-4
2011,2011-03-18,1449,7,68,1208,10,65,"N",1208,1449,"NO",-9.45,-9.5,-0.0999999999999943,-6.40000000000001,"N",5
2011,2011-03-19,1139,8,71,1338,1,70,"N",1139,1338,"YES",-10.62,-8.3,2.40000000000001,1.7,"N",8
2011,2011-03-19,1140,3,89,1211,11,67,"N",1140,1211,"YES",6.77,5.40000000000001,-1.3,4.10000000000001,"N",-1
2011,2011-03-19,1163,3,69,1153,6,58,"N",1153,1163,"NO",-4.52,-4.7,-0.200000000000003,-1.9,"N",2.5
2011,2011-03-19,1196,2,73,1417,7,65,"N",1196,1417,"YES",7.04,7.09999999999999,0.100000000000009,-3,"N",-5
2011,2011-03-19,1246,4,71,1452,5,63,"N",1246,1452,"YES",5.71,2.89999999999999,-2.8,2.5,"N",-3.5
2011,2011-03-19,1350,12,65,1287,13,48,"N",1287,1350,"NO",-9,-7,2.09999999999999,1.3,"N",3
2011,2011-03-19,1361,2,71,1396,7,64,"N",1361,1396,"YES",8.14,3.59999999999999,-4.60000000000001,-1.90000000000001,"N",-6
2011,2011-03-19,1458,4,70,1243,5,65,"N",1243,1458,"NO",-8.42,-11.2,-2.90000000000001,9.50000000000001,"N",2.5
