"","id","Season","lower_team","higher_team","EM_diff","adj_off_diff","adj_def_diff","adj_tempo_diff","lower_team_court_adv","Spread","predicted_spreads"
"23","2021_1101_1228",2021,1101,1228,-20.43,-15.9,4.59999999999999,-0.799999999999997,1,15.5999975204468,15.5999975204468
"24","2021_1101_1233",2021,1101,1233,11.16,2.69999999999999,-8.5,1.60000000000001,1,-1.53658175468445,-1.53658175468445
"25","2021_1101_1234",2021,1101,1234,-18.72,-20.4,-1.7,-0.0999999999999943,1,13.3494710922241,13.3494710922241
"26","2021_1101_1242",2021,1101,1242,-10.91,-6.60000000000001,4.40000000000001,1.60000000000001,1,6.54515695571899,6.54515695571899
"27","2021_1101_1251",2021,1101,1251,1.75,-7.10000000000001,-8.8,6.8,1,-0.468761503696442,-0.468761503696442
"28","2021_1101_1260",2021,1101,1260,-13.61,-7.40000000000001,6.3,5.7,1,5.52830410003662,5.52830410003662
"29","2021_1101_1261",2021,1101,1261,-9.49,-16.8,-7.2,-0.799999999999997,1,8.22527503967285,8.22527503967285
"30","2021_1101_1268",2021,1101,1268,-8.55,-7.90000000000001,0.700000000000003,4.60000000000001,1,7.8581600189209,7.8581600189209
"31","2021_1101_1276",2021,1101,1276,-20.57,-16.4,4.3,3.10000000000001,1,15.9657106399536,15.9657106399536
"32","2021_1101_1277",2021,1101,1277,-3.82,-3.90000000000001,-0.0999999999999943,1.30000000000001,1,5.92287969589233,5.92287969589233
"33","2021_1101_1281",2021,1101,1281,-5.04,-7.2,-2.09999999999999,1.2,1,5.76649045944214,5.76649045944214
"34","2021_1101_1287",2021,1101,1287,6.2,2.8,-3.3,4.30000000000001,1,1.28909540176392,1.28909540176392
"35","2021_1101_1291",2021,1101,1291,15.14,7.59999999999999,-7.5,7.7,1,-4.93220520019531,-4.93220520019531
"36","2021_1101_1313",2021,1101,1313,13.85,2.39999999999999,-11.4,2.2,1,-3.93145155906677,-3.93145155906677
"37","2021_1101_1314",2021,1101,1314,-9.95,-7.10000000000001,2.90000000000001,-1.89999999999999,1,8.35221862792969,8.35221862792969
"38","2021_1101_1317",2021,1101,1317,-1.61,-2.30000000000001,-0.700000000000003,6.8,1,4.1196346282959,4.1196346282959
"39","2021_1101_1325",2021,1101,1325,-0.65,-9.80000000000001,-9.09999999999999,0.600000000000009,1,2.708820104599,2.708820104599
"40","2021_1101_1326",2021,1101,1326,-15.24,-19.2,-3.90000000000001,2.80000000000001,1,9.74005031585693,9.74005031585693
"41","2021_1101_1328",2021,1101,1328,-6.52,-8.40000000000001,-1.8,2.2,1,4.58786153793335,4.58786153793335
"42","2021_1101_1329",2021,1101,1329,-8.64,-7,1.7,-2,1,7.75636339187622,7.75636339187622
"43","2021_1101_1331",2021,1101,1331,8.96,-5.60000000000001,-14.5,-1.89999999999999,1,0.0673692896962166,0.0673692896962166
"44","2021_1101_1332",2021,1101,1332,-7.52,-11.4,-3.8,2.7,1,6.95779991149902,6.95779991149902
"45","2021_1101_1333",2021,1101,1333,-0.00999999999999979,-6.30000000000001,-6.2,4.5,1,3.36713671684265,3.36713671684265
"46","2021_1101_1345",2021,1101,1345,-12.09,-10.6,1.59999999999999,3.40000000000001,1,6.23955535888672,6.23955535888672
"47","2021_1101_1353",2021,1101,1353,-7.97,-5.60000000000001,2.40000000000001,2.10000000000001,1,7.75986623764038,7.75986623764038
"48","2021_1101_1361",2021,1101,1361,-11.1,-7.7,3.40000000000001,3.80000000000001,1,6.31657409667969,6.31657409667969
"49","2021_1101_1364",2021,1101,1364,-2.05,-6.2,-4.09999999999999,3.80000000000001,1,4.24057245254517,4.24057245254517
"50","2021_1101_1382",2021,1101,1382,-10.83,-8.40000000000001,2.5,4.7,1,7.18179845809937,7.18179845809937
"51","2021_1101_1393",2021,1101,1393,-6.08,-10.8,-4.7,0.700000000000003,1,5.7573413848877,5.7573413848877
"52","2021_1101_1397",2021,1101,1397,-10.97,-5.80000000000001,5.2,2.60000000000001,1,9.52063274383545,9.52063274383545
"53","2021_1101_1400",2021,1101,1400,-10.46,-10.8,-0.299999999999997,0.700000000000003,1,8.50485420227051,9
"54","2021_1101_1403",2021,1101,1403,-10.83,-9.30000000000001,1.5,4.5,1,8.8902759552002,8.8902759552002
"55","2021_1101_1411",2021,1101,1411,16.21,4.09999999999999,-12.1,-2.09999999999999,1,-3.88804292678833,-3.88804292678833
"56","2021_1101_1417",2021,1101,1417,-5.75,-10.4,-4.59999999999999,5.2,1,5.31994962692261,5.31994962692261
"57","2021_1101_1422",2021,1101,1422,1.94,-1.10000000000001,-3,1.40000000000001,1,2.7442798614502,2.7442798614502
"58","2021_1101_1425",2021,1101,1425,-12.06,-9.80000000000001,2.3,2.60000000000001,1,8.63108348846436,8.63108348846436
"59","2021_1101_1429",2021,1101,1429,-6.33,-2.7,3.7,1,1,6.48906135559082,6.48906135559082
"60","2021_1101_1433",2021,1101,1433,-5.9,-2.5,3.40000000000001,0.100000000000009,1,6.19363498687744,6.19363498687744
"61","2021_1101_1437",2021,1101,1437,-12.47,-15.6,-3,4.80000000000001,1,10.3277416229248,10.3277416229248
"62","2021_1101_1438",2021,1101,1438,-12.5,-12.6,-0.0999999999999943,9.8,1,9.74749755859375,9.74749755859375
"63","2021_1101_1439",2021,1101,1439,-5.08,-7,-1.90000000000001,3.80000000000001,1,6.23804903030396,6.23804903030396
"64","2021_1101_1452",2021,1101,1452,-10.24,-13.1,-2.8,0.300000000000011,1,9.13593482971191,9.13593482971191
"65","2021_1101_1455",2021,1101,1455,-1.43,-7,-5.5,2.30000000000001,1,4.66320991516113,4.66320991516113
"66","2021_1101_1457",2021,1101,1457,1.17,-2.10000000000001,-3.2,-3.69999999999999,1,3.78878378868103,3.78878378868103
"67","2021_1101_1458",2021,1101,1458,-12.48,-9.5,3.09999999999999,5,1,10.4447546005249,10.4447546005249
"68","2021_1104_1111",2021,1104,1111,29.36,12.3,-17.1,8.2,1,-6.52358102798462,-6.52358102798462
"69","2021_1104_1116",2021,1104,1116,3.47,0.200000000000003,-3.3,0.800000000000011,1,2.53514003753662,2.53514003753662
"70","2021_1104_1124",2021,1104,1124,-4.48,-11.5,-7.09999999999999,5.5,1,5.51246500015259,5.51246500015259
"71","2021_1104_1140",2021,1104,1140,4.16,-1.3,-5.5,5.90000000000001,1,-0.146096885204315,-0.146096885204315
"72","2021_1104_1155",2021,1104,1155,8.86,4.89999999999999,-4.09999999999999,9.7,1,-3.24754786491394,-3.24754786491394
"73","2021_1104_1156",2021,1104,1156,23.84,11,-12.9,7.60000000000001,1,-8.20075225830078,-8.20075225830078
"74","2021_1104_1159",2021,1104,1159,14.81,0.799999999999997,-14,1.5,1,-5.78182220458984,-5.78182220458984
"75","2021_1104_1160",2021,1104,1160,3.37,-2.7,-6.09999999999999,7.5,1,-0.639625251293182,-0.639625251293182
"76","2021_1104_1163",2021,1104,1163,3.15,-1.8,-5,7.90000000000001,1,0.177568227052689,0.177568227052689
"77","2021_1104_1166",2021,1104,1166,3.75,-3.10000000000001,-6.89999999999999,4.80000000000001,1,0.243349239230156,0.243349239230156
"78","2021_1104_1179",2021,1104,1179,10.43,-2.2,-12.7,7.10000000000001,1,-6.03048658370972,-6.03048658370972
"79","2021_1104_1180",2021,1104,1180,23.37,4.59999999999999,-18.9,9.7,1,-6.70829057693481,-6.70829057693481
"80","2021_1104_1186",2021,1104,1186,18.42,4.09999999999999,-14.4,1.60000000000001,1,-9.72268867492676,-9.72268867492676
"81","2021_1104_1196",2021,1104,1196,7.3,0.700000000000003,-6.7,5.30000000000001,1,-1.84295511245728,-1.84295511245728
"82","2021_1104_1199",2021,1104,1199,2.95,-4.7,-7.7,3.40000000000001,1,0.475226879119873,0.475226879119873
"83","2021_1104_1207",2021,1104,1207,10.99,4,-7,4.30000000000001,1,-3.87492895126343,-3.87492895126343
"84","2021_1104_1210",2021,1104,1210,6.48,-1.60000000000001,-8.09999999999999,6.10000000000001,1,-1.73212313652039,-1.73212313652039
"85","2021_1104_1211",2021,1104,1211,-11.51,-14.2,-2.8,-0.899999999999991,1,6.72010660171509,6.72010660171509
"86","2021_1104_1213",2021,1104,1213,18.07,8.09999999999999,-10,8.5,1,-10.2072486877441,-10.2072486877441
"87","2021_1104_1216",2021,1104,1216,27.76,14.2,-13.6,7.2,1,-6.75810384750366,-6.75810384750366
"88","2021_1104_1222",2021,1104,1222,-3.82,-7.2,-3.39999999999999,9,1,2.82987523078918,2.82987523078918
"89","2021_1104_1228",2021,1104,1228,-5.54,-7.2,-1.7,3.2,1,4.18438005447388,4.18438005447388
"90","2021_1104_1233",2021,1104,1233,26.05,11.4,-14.8,5.60000000000001,1,-8.85738754272461,-16.5
"91","2021_1104_1234",2021,1104,1234,-3.83,-11.7,-8,3.90000000000001,1,5.46437120437622,5.46437120437622
"92","2021_1104_1242",2021,1104,1242,3.98,2.09999999999999,-1.89999999999999,5.60000000000001,1,1.34502983093262,1.34502983093262
"93","2021_1104_1251",2021,1104,1251,16.64,1.59999999999999,-15.1,10.8,1,-8.43078327178955,-8.43078327178955
"94","2021_1104_1260",2021,1104,1260,1.28,1.3,0,9.7,1,2.69735455513,2.69735455513
"95","2021_1104_1261",2021,1104,1261,5.4,-8.10000000000001,-13.5,3.2,1,-0.426827430725098,-0.426827430725098
"96","2021_1104_1268",2021,1104,1268,6.34,0.799999999999997,-5.59999999999999,8.60000000000001,1,-2.13417744636536,-2.13417744636536
"97","2021_1104_1276",2021,1104,1276,-5.68,-7.7,-2,7.10000000000001,1,4.59678840637207,4.59678840637207
"98","2021_1104_1277",2021,1104,1277,11.07,4.8,-6.39999999999999,5.30000000000001,1,-3.87492895126343,-3.87492895126343
"99","2021_1104_1281",2021,1104,1281,9.85,1.5,-8.39999999999999,5.2,1,-4.27611780166626,-4.27611780166626
"100","2021_1104_1287",2021,1104,1287,21.09,11.5,-9.59999999999999,8.30000000000001,1,-5.77690172195435,-5.77690172195435
"101","2021_1104_1291",2021,1104,1291,30.03,16.3,-13.8,11.7,1,-8.54715442657471,-8.54715442657471
"102","2021_1104_1313",2021,1104,1313,28.74,11.1,-17.7,6.2,1,-8.62781715393066,-8.62781715393066
"103","2021_1104_1314",2021,1104,1314,4.94,1.59999999999999,-3.39999999999999,2.10000000000001,1,0.203222334384918,0.203222334384918
"104","2021_1104_1317",2021,1104,1317,13.28,6.39999999999999,-7,10.8,1,-6.11749458312988,-6.11749458312988
"105","2021_1104_1325",2021,1104,1325,14.24,-1.10000000000001,-15.4,4.60000000000001,1,-5.33793163299561,-5.33793163299561
"106","2021_1104_1326",2021,1104,1326,-0.350000000000001,-10.5,-10.2,6.80000000000001,1,1.0424702167511,1.0424702167511
"107","2021_1104_1328",2021,1104,1328,8.37,0.299999999999997,-8.09999999999999,6.2,1,-4.05028676986694,-4.05028676986694
"108","2021_1104_1329",2021,1104,1329,6.25,1.7,-4.59999999999999,2,1,-1.74981808662415,-1.74981808662415
"109","2021_1104_1331",2021,1104,1331,23.85,3.09999999999999,-20.8,2.10000000000001,1,-7.28153657913208,-7.28153657913208
"110","2021_1104_1332",2021,1104,1332,7.37,-2.7,-10.1,6.7,1,-1.3810201883316,-1.3810201883316
"111","2021_1104_1333",2021,1104,1333,14.88,2.39999999999999,-12.5,8.5,1,-7.10586452484131,-7.10586452484131
"112","2021_1104_1345",2021,1104,1345,2.8,-1.90000000000001,-4.7,7.40000000000001,1,-0.0344051271677017,-0.0344051271677017
"113","2021_1104_1353",2021,1104,1353,6.92,3.09999999999999,-3.89999999999999,6.10000000000001,1,-1.64865231513977,-1.64865231513977
"114","2021_1104_1361",2021,1104,1361,3.79,1,-2.89999999999999,7.80000000000001,1,0.33532527089119,0.33532527089119
"115","2021_1104_1364",2021,1104,1364,12.84,2.5,-10.4,7.80000000000001,1,-5.16169261932373,-5.16169261932373
"116","2021_1104_1382",2021,1104,1382,4.06,0.299999999999997,-3.8,8.7,1,0.0602095387876034,0.0602095387876034
"117","2021_1104_1393",2021,1104,1393,8.81,-2.10000000000001,-11,4.7,1,-4.69654130935669,-4.69654130935669
"118","2021_1104_1397",2021,1104,1397,3.92,2.89999999999999,-1.09999999999999,6.60000000000001,1,0.99307769536972,0.99307769536972
"119","2021_1104_1400",2021,1104,1400,4.43,-2.10000000000001,-6.59999999999999,4.7,1,0.646155178546906,0.646155178546906
"120","2021_1104_1403",2021,1104,1403,4.06,-0.600000000000009,-4.8,8.5,1,-0.419490247964859,-0.419490247964859
"121","2021_1104_1411",2021,1104,1411,31.1,12.8,-18.4,1.90000000000001,1,-7.75309228897095,-7.75309228897095
"122","2021_1104_1417",2021,1104,1417,9.14,-1.7,-10.9,9.2,1,-4.77010250091553,-4.77010250091553
"123","2021_1104_1422",2021,1104,1422,16.83,7.59999999999999,-9.3,5.40000000000001,1,-6.20405960083008,-6.20405960083008
"124","2021_1104_1425",2021,1104,1425,2.83,-1.10000000000001,-4,6.60000000000001,1,1.87651944160461,1.87651944160461
"125","2021_1104_1429",2021,1104,1429,8.56,6,-2.59999999999999,5,1,-4.09019327163696,-4.09019327163696
"126","2021_1104_1433",2021,1104,1433,8.99,6.2,-2.89999999999999,4.10000000000001,1,-3.12681460380554,-3.12681460380554
"127","2021_1104_1437",2021,1104,1437,2.42,-6.90000000000001,-9.3,8.80000000000001,1,-1.41587913036346,-1.41587913036346
"128","2021_1104_1438",2021,1104,1438,2.39,-3.90000000000001,-6.39999999999999,13.8,1,1.49359738826752,1.49359738826752
"129","2021_1104_1439",2021,1104,1439,9.81,1.7,-8.2,7.80000000000001,1,-4.27491617202759,-4.27491617202759
"130","2021_1104_1452",2021,1104,1452,4.65,-4.40000000000001,-9.09999999999999,4.30000000000001,1,0.877909660339355,0.877909660339355
"131","2021_1104_1455",2021,1104,1455,13.46,1.7,-11.8,6.30000000000001,1,-6.57830142974854,-6.57830142974854
"132","2021_1104_1457",2021,1104,1457,16.06,6.59999999999999,-9.5,0.300000000000011,1,-5.30118179321289,-5.30118179321289
"133","2021_1104_1458",2021,1104,1458,2.41,-0.799999999999997,-3.2,9,1,2.29053258895874,2.29053258895874
"134","2021_1111_1116",2021,1111,1116,-25.89,-12.1,13.8,-7.39999999999999,1,16.3757438659668,16.3757438659668
"135","2021_1111_1124",2021,1111,1124,-33.84,-23.8,10,-2.7,1,22.6320323944092,22.6320323944092
"136","2021_1111_1140",2021,1111,1140,-25.2,-13.6,11.6,-2.3,1,17.7055377960205,17.7055377960205
"137","2021_1111_1155",2021,1111,1155,-20.5,-7.40000000000001,13,1.5,1,13.0779628753662,13.0779628753662
"138","2021_1111_1156",2021,1111,1156,-5.52,-1.3,4.2,-0.599999999999994,1,5.84409952163696,5.84409952163696
"139","2021_1111_1159",2021,1111,1159,-14.55,-11.5,3.09999999999999,-6.7,1,10.7398023605347,10.7398023605347
"140","2021_1111_1160",2021,1111,1160,-25.99,-15,11,-0.700000000000003,1,17.4278240203857,17.4278240203857
"141","2021_1111_1163",2021,1111,1163,-26.21,-14.1,12.1,-0.299999999999997,1,17.0629425048828,17.0629425048828
"142","2021_1111_1166",2021,1111,1166,-25.61,-15.4,10.2,-3.39999999999999,1,15.8226795196533,15.8226795196533
"143","2021_1111_1179",2021,1111,1179,-18.93,-14.5,4.39999999999999,-1.09999999999999,1,12.7893543243408,12.7893543243408
"144","2021_1111_1180",2021,1111,1180,-5.99,-7.7,-1.8,1.5,1,5.88527488708496,5.88527488708496
"145","2021_1111_1186",2021,1111,1186,-10.94,-8.2,2.7,-6.59999999999999,1,6.69677019119263,6.69677019119263
"146","2021_1111_1196",2021,1111,1196,-22.06,-11.6,10.4,-2.89999999999999,1,15.4441146850586,15.4441146850586
"147","2021_1111_1199",2021,1111,1199,-26.41,-17,9.39999999999999,-4.8,1,18.2446537017822,18.2446537017822
"148","2021_1111_1207",2021,1111,1207,-18.37,-8.3,10.1,-3.89999999999999,1,12.9833717346191,12.9833717346191
"149","2021_1111_1210",2021,1111,1210,-22.88,-13.9,9,-2.09999999999999,1,13.7425136566162,13.7425136566162
"150","2021_1111_1211",2021,1111,1211,-40.87,-26.5,14.3,-9.09999999999999,1,26.7783069610596,26.7783069610596
"151","2021_1111_1213",2021,1111,1213,-11.29,-4.2,7.09999999999999,0.299999999999997,1,6.58826589584351,6.58826589584351
"152","2021_1111_1216",2021,1111,1216,-1.6,1.90000000000001,3.5,-1,1,3.87251615524292,3.87251615524292
"153","2021_1111_1222",2021,1111,1222,-33.18,-19.5,13.7,0.799999999999997,1,20.2390289306641,20.2390289306641
"154","2021_1111_1228",2021,1111,1228,-34.9,-19.5,15.4,-5,1,25.1825695037842,25.1825695037842
"155","2021_1111_1233",2021,1111,1233,-3.31,-0.900000000000006,2.3,-2.59999999999999,1,4.50181102752686,4.50181102752686
"156","2021_1111_1234",2021,1111,1234,-33.19,-24,9.09999999999999,-4.3,1,22.6320323944092,22.6320323944092
"157","2021_1111_1242",2021,1111,1242,-25.38,-10.2,15.2,-2.59999999999999,1,19.0069961547852,19.0069961547852
"158","2021_1111_1251",2021,1111,1251,-12.72,-10.7,2,2.6,1,6.53962230682373,6.53962230682373
"159","2021_1111_1260",2021,1111,1260,-28.08,-11,17.1,1.5,1,19.4674110412598,19.4674110412598
"160","2021_1111_1261",2021,1111,1261,-23.96,-20.4,3.59999999999999,-5,1,16.6766223907471,16.6766223907471
"161","2021_1111_1268",2021,1111,1268,-23.02,-11.5,11.5,0.400000000000006,1,14.0619897842407,14.0619897842407
"162","2021_1111_1276",2021,1111,1276,-35.04,-20,15.1,-1.09999999999999,1,24.8772106170654,24.8772106170654
"163","2021_1111_1277",2021,1111,1277,-18.29,-7.5,10.7,-2.89999999999999,1,12.8331260681152,12.8331260681152
"164","2021_1111_1281",2021,1111,1281,-19.51,-10.8,8.7,-3,1,13.7745199203491,13.7745199203491
"165","2021_1111_1287",2021,1111,1287,-8.27,-0.799999999999997,7.5,0.100000000000009,1,7.59079694747925,7.59079694747925
"166","2021_1111_1291",2021,1111,1291,0.67,4,3.3,3.5,1,2.87959027290344,2.87959027290344
"167","2021_1111_1313",2021,1111,1313,-0.62,-1.2,-0.600000000000009,-2,1,-3.5,-3.5
"168","2021_1111_1314",2021,1111,1314,-24.42,-10.7,13.7,-6.09999999999999,1,14.3057336807251,14.3057336807251
"169","2021_1111_1317",2021,1111,1317,-16.08,-5.90000000000001,10.1,2.6,1,9.4189281463623,9.4189281463623
"170","2021_1111_1325",2021,1111,1325,-15.12,-13.4,1.7,-3.59999999999999,1,10.9597797393799,10.9597797393799
"171","2021_1111_1326",2021,1111,1326,-29.71,-22.8,6.89999999999999,-1.39999999999999,1,22.600564956665,22.600564956665
"172","2021_1111_1328",2021,1111,1328,-20.99,-12,9,-2,1,15.2340106964111,15.2340106964111
"173","2021_1111_1329",2021,1111,1329,-23.11,-10.6,12.5,-6.2,1,16.2119655609131,16.2119655609131
"174","2021_1111_1331",2021,1111,1331,-5.51,-9.2,-3.7,-6.09999999999999,1,1.29236578941345,1.29236578941345
"175","2021_1111_1332",2021,1111,1332,-21.99,-15,7,-1.5,1,15.9310894012451,15.9310894012451
"176","2021_1111_1333",2021,1111,1333,-14.48,-9.90000000000001,4.59999999999999,0.299999999999997,1,9.89760971069336,9.89760971069336
"177","2021_1111_1345",2021,1111,1345,-26.56,-14.2,12.4,-0.799999999999997,1,17.7142353057861,17.7142353057861
"178","2021_1111_1353",2021,1111,1353,-22.44,-9.2,13.2,-2.09999999999999,1,11.2445259094238,11.2445259094238
"179","2021_1111_1361",2021,1111,1361,-25.57,-11.3,14.2,-0.399999999999991,1,17.3306789398193,17.3306789398193
"180","2021_1111_1364",2021,1111,1364,-16.52,-9.8,6.7,-0.399999999999991,1,9.83467578887939,9.83467578887939
"181","2021_1111_1382",2021,1111,1382,-25.3,-12,13.3,0.5,1,14.2855834960938,14.2855834960938
"182","2021_1111_1393",2021,1111,1393,-20.55,-14.4,6.09999999999999,-3.5,1,14.2246141433716,14.2246141433716
"183","2021_1111_1397",2021,1111,1397,-25.44,-9.40000000000001,16,-1.59999999999999,1,15.9842557907104,15.9842557907104
"184","2021_1111_1400",2021,1111,1400,-24.93,-14.4,10.5,-3.5,1,15.5878658294678,15.5878658294678
"185","2021_1111_1403",2021,1111,1403,-25.3,-12.9,12.3,0.299999999999997,1,16.7762966156006,16.7762966156006
"186","2021_1111_1411",2021,1111,1411,1.74,0.5,-1.3,-6.3,1,3.03588175773621,3.03588175773621
"187","2021_1111_1417",2021,1111,1417,-20.22,-14,6.2,1,1,14.509373664856,14.509373664856
"188","2021_1111_1422",2021,1111,1422,-12.53,-4.7,7.8,-2.8,1,9.96208763122559,9.96208763122559
"189","2021_1111_1425",2021,1111,1425,-26.53,-13.4,13.1,-1.59999999999999,1,11.2814607620239,11.2814607620239
"190","2021_1111_1429",2021,1111,1429,-20.8,-6.3,14.5,-3.2,1,14.9614028930664,14.9614028930664
"191","2021_1111_1433",2021,1111,1433,-20.37,-6.09999999999999,14.2,-4.09999999999999,1,14.9614028930664,14.9614028930664
"192","2021_1111_1437",2021,1111,1437,-26.94,-19.2,7.8,0.600000000000009,1,20.0819263458252,20.0819263458252
"193","2021_1111_1438",2021,1111,1438,-26.97,-16.2,10.7,5.6,1,16.9296131134033,16.9296131134033
"194","2021_1111_1439",2021,1111,1439,-19.55,-10.6,8.89999999999999,-0.399999999999991,1,13.4152154922485,13.4152154922485
"195","2021_1111_1452",2021,1111,1452,-24.71,-16.7,8,-3.89999999999999,1,18.0699481964111,18.0699481964111
"196","2021_1111_1455",2021,1111,1455,-15.9,-10.6,5.3,-1.89999999999999,1,13.4960498809814,13.4960498809814
"197","2021_1111_1457",2021,1111,1457,-13.3,-5.7,7.59999999999999,-7.89999999999999,1,9.52527046203613,9.52527046203613
"198","2021_1111_1458",2021,1111,1458,-26.95,-13.1,13.9,0.799999999999997,1,18.1297721862793,18.1297721862793
"199","2021_1116_1124",2021,1116,1124,-7.95,-11.7,-3.8,4.69999999999999,1,6.22235631942749,6.22235631942749
"200","2021_1116_1140",2021,1116,1140,0.690000000000001,-1.5,-2.2,5.09999999999999,1,2.91508936882019,2.91508936882019
"201","2021_1116_1155",2021,1116,1155,5.39,4.69999999999999,-0.799999999999997,8.89999999999999,1,-0.810275137424469,-0.810275137424469
"202","2021_1116_1156",2021,1116,1156,20.37,10.8,-9.59999999999999,6.8,1,-11.3695335388184,-11.3695335388184
"203","2021_1116_1159",2021,1116,1159,11.34,0.599999999999994,-10.7,0.699999999999989,1,-4.39120721817017,-8.5
"204","2021_1116_1160",2021,1116,1160,-0.100000000000001,-2.90000000000001,-2.8,6.69999999999999,1,3.4825656414032,3.4825656414032
"205","2021_1116_1163",2021,1116,1163,-0.32,-2,-1.7,7.09999999999999,1,2.85766100883484,2.85766100883484
"206","2021_1116_1166",2021,1116,1166,0.280000000000001,-3.30000000000001,-3.59999999999999,4,1,2.96152353286743,2.96152353286743
"207","2021_1116_1179",2021,1116,1179,6.96,-2.40000000000001,-9.40000000000001,6.3,1,-1.18527162075043,-1.18527162075043
"208","2021_1116_1180",2021,1116,1180,19.9,4.39999999999999,-15.6,8.89999999999999,1,-9.87707138061523,-9.87707138061523
"209","2021_1116_1186",2021,1116,1186,14.95,3.89999999999999,-11.1,0.799999999999997,1,-7.34581518173218,-7.34581518173218
"210","2021_1116_1196",2021,1116,1196,3.83,0.5,-3.40000000000001,4.5,1,0.593547880649567,0.593547880649567
"211","2021_1116_1199",2021,1116,1199,-0.52,-4.90000000000001,-4.40000000000001,2.59999999999999,1,3.36630606651306,3.36630606651306
"212","2021_1116_1207",2021,1116,1207,7.52,3.8,-3.7,3.5,1,-1.39203405380249,-1.39203405380249
"213","2021_1116_1210",2021,1116,1210,3.01,-1.80000000000001,-4.8,5.3,1,0.191075444221497,0.191075444221497
"214","2021_1116_1211",2021,1116,1211,-14.98,-14.4,0.5,-1.7,1,11.007661819458,11.007661819458
"215","2021_1116_1213",2021,1116,1213,14.6,7.89999999999999,-6.7,7.69999999999999,1,-5.90653228759766,-5.90653228759766
"216","2021_1116_1216",2021,1116,1216,24.29,14,-10.3,6.39999999999999,1,-11.2379398345947,-11.2379398345947
"217","2021_1116_1222",2021,1116,1222,-7.29,-7.40000000000001,-0.0999999999999943,8.19999999999999,1,6.78410911560059,6.78410911560059
"218","2021_1116_1228",2021,1116,1228,-9.01,-7.40000000000001,1.59999999999999,2.39999999999999,1,8.24188137054443,8.24188137054443
"219","2021_1116_1233",2021,1116,1233,22.58,11.2,-11.5,4.8,1,-12.004132270813,-12.004132270813
"220","2021_1116_1234",2021,1116,1234,-7.3,-11.9,-4.7,3.09999999999999,1,6.95779991149902,6.95779991149902
"221","2021_1116_1242",2021,1116,1242,0.510000000000002,1.89999999999999,1.40000000000001,4.8,1,2.69601893424988,2.69601893424988
"222","2021_1116_1251",2021,1116,1251,13.17,1.39999999999999,-11.8,9.99999999999999,1,-6.019202709198,-6.019202709198
